pickup_datetime,pickup_latitude,pickup_longitude
2023-01-01 06:01:34,40.71103823359667,-73.9774284371337
2023-01-01 11:12:15,40.58919770763882,-74.24916624441818
2023-01-01 12:54:10,40.66270003507783,-73.92307807764843
2023-01-01 17:49:37,40.79505105003114,-74.00039825361388
2023-01-01 05:06:01,40.78893896378817,-73.97368119301686
2023-01-01 22:27:20,40.6676375043493,-73.93951435642097
2023-01-01 05:42:07,40.764897633287006,-73.98981104383405
2023-01-01 15:48:43,40.80185969153582,-73.98703061723654
2023-01-01 00:41:50,40.76721021430425,-74.01639281250924
2023-01-01 02:18:38,40.69794171281882,-73.95087123647936
2023-01-01 09:04:40,40.694274674577734,-73.91458484702596
2023-01-01 05:32:11,40.817110346874166,-74.01999308652351
2023-01-01 10:16:00,40.674630310573846,-73.91311289535636
2023-01-01 18:45:08,40.796064821338035,-74.01897532562258
2023-01-01 09:22:48,40.66319584189407,-73.91843173552635
2023-01-01 21:37:15,40.709461208887305,-74.01604439116257
2023-01-01 23:51:00,40.6823905908304,-73.9764110500801
2023-01-01 08:13:03,40.72230758671309,-73.98962363194154
2023-01-01 16:35:42,40.69875229982509,-74.01455710555358
2023-01-01 17:29:08,40.683904353103166,-73.92584543420313
2023-01-01 07:38:56,40.654146424140556,-73.9288681164155
2023-01-01 22:02:54,40.71600766784445,-73.95394850481094
2023-01-01 20:44:56,40.73699842065765,-73.96018215105396
2023-01-01 11:54:44,40.67492423347204,-74.01012174875696
2023-01-01 02:03:38,40.6509365128491,-73.92755294834556
2023-01-01 04:10:03,40.67923088465112,-73.93487928528788
2023-01-01 23:20:57,40.77347989970213,-73.98534349869216
2023-01-01 08:37:11,40.77051222419258,-74.01735486453211
2023-01-01 19:00:47,40.80598494234478,-73.96620829983954
2023-01-01 21:52:43,40.65463045438518,-73.92762675612533
2023-01-01 09:21:09,40.69960135221976,-73.9516895797883
2023-01-01 02:01:10,40.6952541430514,-73.95246847730999
2023-01-01 07:45:25,40.69997016150536,-74.01427508287934
2023-01-01 23:07:47,40.7026909362314,-73.96683248667907
2023-01-01 23:31:15,40.69190387087732,-74.0187754907872
2023-01-01 15:55:07,40.790257835511575,-74.00545172335272
2023-01-01 05:47:50,40.7165472671303,-73.99245335664462
2023-01-01 12:51:22,40.76232837224016,-74.00325465073472
2023-01-01 06:20:46,40.78127820577514,-73.99387876903224
2023-01-01 17:08:06,40.78538951273874,-74.00578220903942
2023-01-01 08:27:46,40.68772024481185,-74.00144557819378
2023-01-01 20:36:08,40.891132527767624,-74.01462232228056
2023-01-01 16:06:24,40.75351953121373,-74.00055198322006
2023-01-01 10:14:40,40.80127465462206,-73.99609023033602
2023-01-01 04:22:02,40.682608813193454,-74.00992616747145
2023-01-01 01:08:06,40.57444984360198,-74.05946886246421
2023-01-01 16:12:12,40.90545753621121,-73.9436376549937
2023-01-01 19:24:46,40.7569333435682,-73.97851892932428
2023-01-01 11:48:46,40.76854421018181,-73.91968664423018
2023-01-01 04:34:39,40.650503857281464,-73.93783792249552
2023-01-01 23:47:50,40.68127676929376,-73.98274947663157
2023-01-01 14:08:33,40.68968194876512,-73.9090950955536
2023-01-01 07:35:24,40.721013647737195,-74.00684197243709
2023-01-01 23:35:29,40.81445967581669,-73.96357867237207
2023-01-01 01:39:59,40.77298916643682,-73.97774229050327
2023-01-01 22:28:42,40.79353575811588,-73.99986047409924
2023-01-01 02:43:52,40.79361429497007,-73.978542498614
2023-01-01 02:54:33,40.75573934966804,-73.96135000182272
2023-01-01 02:03:44,40.6733287181816,-73.97825929148951
2023-01-01 10:37:58,40.66100855319615,-73.9370177758515
2023-01-01 07:57:47,40.7631771623615,-73.96433538019316
2023-01-01 13:34:22,40.80221247479654,-73.9559134924002
2023-01-01 21:32:56,40.67999703845955,-73.96240738460142
2023-01-01 03:24:48,40.69784722642267,-73.97057832550414
2023-01-01 08:16:35,40.792122044026456,-73.96757020726632
2023-01-01 17:12:31,40.72291401155583,-73.97182912293992
2023-01-01 00:16:10,40.65535245664997,-74.01525277765948
2023-01-01 11:43:37,40.68286175370404,-73.90734034461174
2023-01-01 11:45:31,40.664035300345546,-74.01996083594246
2023-01-01 04:32:07,40.666229769607845,-73.98375589459357
2023-01-01 23:51:18,40.66435432884897,-73.96767539686307
2023-01-01 09:25:40,40.78355303410577,-73.9705707254936
2023-01-01 15:49:47,40.73872668706396,-73.9922871513546
2023-01-01 16:04:41,40.684478212507834,-73.76696084182244
2023-01-01 11:29:54,40.77594499842152,-73.96348903885713
2023-01-01 02:23:45,40.696302274949474,-73.99515955885722
2023-01-01 16:55:16,40.89681526099944,-74.24914336372842
2023-01-01 18:35:05,40.71070728060955,-73.9774773995563
2023-01-01 16:57:29,40.730780817060115,-73.9969642426337
2023-01-01 20:06:36,40.74549687212097,-73.96644314664043
2023-01-01 21:41:36,40.708641801587056,-73.99014315965017
2023-01-01 03:44:36,40.79058806503117,-74.00303657819865
2023-01-01 01:57:30,40.672424001587586,-73.9453072638072
2023-01-01 14:44:24,40.699694432000534,-74.00707646584286
2023-01-01 23:36:43,40.73231545498149,-73.9626392496426
2023-01-01 03:00:18,40.700674379346744,-73.95084670945803
2023-01-01 22:58:19,40.8018639021235,-73.96165067244316
2023-01-01 16:54:39,40.66014467263162,-74.01431500954973
2023-01-01 17:28:04,40.76449572571867,-73.97112352298763
2023-01-01 15:27:27,40.67781587463257,-73.95652429088562
2023-01-01 14:35:44,40.682060111255595,-73.94339732100522
2023-01-01 05:01:36,40.67115678019784,-73.96971324730995
2023-01-01 17:25:10,40.70465780773659,-73.97772861686852
2023-01-01 15:36:51,40.71571136769328,-73.99301733862328
2023-01-01 04:09:00,40.67197061891035,-73.92623230203615
2023-01-01 15:50:30,40.67713287116485,-73.97923555904057
2023-01-01 16:00:33,40.81318172680221,-74.01419294833981
2023-01-01 11:37:36,40.68461026146442,-74.20567771360763
2023-01-01 20:15:06,40.6706348574268,-73.94258001433307
2023-01-01 10:41:54,40.75041281660542,-73.97245666858862
2023-01-01 04:23:57,40.663706695848184,-73.95475700596417
2023-01-01 17:42:44,40.69740312253355,-74.01130962855297
2023-01-01 05:48:13,40.706501847912314,-74.01251206939143
2023-01-01 17:32:47,40.73977329170823,-73.99914011464163
2023-01-01 11:43:55,40.73153136412066,-73.95179279509082
2023-01-01 06:18:28,40.792656170600964,-73.99090256491739
2023-01-01 03:00:32,40.74242467096789,-73.97744538865614
2023-01-01 03:53:01,40.80460642983067,-73.97287400601918
2023-01-01 13:33:03,40.79665726168525,-74.01838371532777
2023-01-01 16:19:52,40.784036924795046,-73.96759721814803
2023-01-01 03:38:28,40.67810994656368,-73.90491727807176
2023-01-01 03:00:53,40.758941198504054,-73.95506136542252
2023-01-01 00:00:54,40.67308238050748,-73.9367817550365
2023-01-01 14:24:24,40.75496312450743,-74.00225158558017
2023-01-01 19:01:55,40.67841770542524,-73.97594062940944
2023-01-01 20:14:21,40.745493785358896,-73.9743301923342
2023-01-01 03:25:41,40.72223235416392,-73.97807763827825
2023-01-01 12:14:46,40.75757581805132,-73.97244238331649
2023-01-01 08:24:49,40.77098576029261,-73.97790882689542
2023-01-01 22:10:33,40.67917090633077,-73.90851071319537
2023-01-01 23:24:29,40.78328478881141,-73.95675602586029
2023-01-01 19:48:11,40.7275118758181,-73.98044586497176
2023-01-01 21:12:42,40.689120622130964,-73.9345185112794
2023-01-01 00:47:39,40.69893391676525,-73.99911370697664
2023-01-01 10:57:08,40.67224886457979,-74.01194531973188
2023-01-01 10:34:44,40.80085969845903,-73.95668089497273
2023-01-01 11:44:21,40.794369604592326,-74.01934782309094
2023-01-01 03:18:26,40.73939963745292,-74.00305234774022
2023-01-01 01:32:45,40.634980077526826,-73.83831082768631
2023-01-01 04:37:18,40.75683448688302,-73.98257261080299
2023-01-01 23:57:50,40.70461568064088,-73.9647765534105
2023-01-01 14:35:47,40.79523568021953,-73.98745984076893
2023-01-01 13:37:44,40.804374417205494,-74.00578283564823
2023-01-01 00:34:31,40.68549897442382,-73.9538762336919
2023-01-01 03:41:29,40.7876783137899,-74.00037432455424
2023-01-01 19:43:57,40.74992795952561,-73.96232631724219
2023-01-01 16:54:18,40.70901312250916,-73.96623124219165
2023-01-01 12:18:54,40.67529426313115,-73.93428435951058
2023-01-01 23:45:37,40.69230882011653,-73.95360287568433
2023-01-01 18:07:39,40.68639339310254,-73.94748825697273
2023-01-01 00:55:12,40.67624987219325,-73.96323331415599
2023-01-01 11:26:27,40.68403531646088,-73.91516356602479
2023-01-01 06:12:44,40.73589675755702,-73.97091183197348
2023-01-01 23:48:29,40.68534651104926,-73.98285327104028
2023-01-01 13:28:00,40.71105334126046,-73.9976739094226
2023-01-01 13:13:52,40.65760264072695,-73.91797378874452
2023-01-01 17:10:03,40.668498254176136,-73.95962606094713
2023-01-01 21:52:49,40.80277439354524,-73.98608604999029
2023-01-01 15:34:28,40.66435606249032,-73.9703257114339
2023-01-01 00:20:45,40.73393296997183,-73.98012743751481
2023-01-01 15:17:48,40.67705851424793,-73.95783980737299
2023-01-01 17:11:40,40.79190333994271,-73.98468509544544
2023-01-01 15:21:39,40.816878024074086,-73.95828598809126
2023-01-01 07:10:38,40.7413310680885,-73.99678525649496
2023-01-01 13:58:31,40.711138387132614,-73.99701070405251
2023-01-01 22:23:07,40.68981685611565,-73.90499538549417
2023-01-01 23:40:54,40.79231384641349,-73.97157239085327
2023-01-01 11:34:54,40.70074308613133,-73.95890994835011
2023-01-01 06:40:54,40.59891589014971,-74.01932737517409
2023-01-01 15:33:44,40.78053776113011,-73.95185702437115
2023-01-01 22:35:19,40.798270688292675,-73.96832046853598
2023-01-01 02:14:54,40.65369177474728,-73.95648470515074
2023-01-01 14:22:04,40.9046398198661,-74.13693833751331
2023-01-01 03:34:34,40.740624044916046,-73.97731081691884
2023-01-01 01:18:05,40.75438687597324,-73.96859121157004
2023-01-01 03:37:48,40.7487515470838,-73.96341183479743
2023-01-01 08:25:24,40.75572586364345,-74.00623523630803
2023-01-01 01:52:44,40.77332416043141,-74.01342364282328
2023-01-01 14:13:37,40.7289351623989,-74.00235772228599
2023-01-01 09:36:33,40.681363115479535,-73.98376447198653
2023-01-01 21:49:54,40.706580466053495,-73.98516348175838
2023-01-01 06:38:58,40.74289126036588,-73.99554705988993
2023-01-01 04:07:18,40.695245835169885,-73.97525167248527
2023-01-01 09:08:53,40.69011012118605,-74.00131040612747
2023-01-01 08:57:06,40.650353240303104,-73.93265883636111
2023-01-01 01:37:06,40.81201504022523,-73.99777298645105
2023-01-01 05:36:27,40.68821398505107,-73.92197062174742
2023-01-01 11:02:13,40.81372937870167,-73.9684621141334
2023-01-01 11:55:09,40.768777331648366,-74.0076982623065
2023-01-01 18:13:45,40.65324937839708,-73.96970954293276
2023-01-01 23:54:53,40.662979411761384,-73.94616442076963
2023-01-01 08:29:49,40.72654427272054,-73.98817195382661
2023-01-01 08:13:37,40.6756497232141,-73.90994875879124
2023-01-01 17:50:11,40.752935325808444,-73.96661254115162
2023-01-01 23:18:24,40.678799450405066,-73.94627686629153
2023-01-01 10:15:39,40.6568351149424,-73.95390449239683
2023-01-01 19:08:01,40.73426861995034,-73.99748552325717
2023-01-01 02:42:38,40.73154375227084,-73.97527476776622
2023-01-01 04:54:54,40.755340719997456,-73.96284690485092
2023-01-01 08:39:29,40.70901369697506,-73.99468094780093
2023-01-01 06:00:32,40.67337140682971,-73.98040743661655
2023-01-01 16:54:19,40.77684482378304,-73.95444559817977
2023-01-01 12:41:56,40.72268803756133,-74.01852009350995
2023-01-01 01:40:42,40.70242035732662,-74.0121692432108
2023-01-01 01:04:43,40.65343155260656,-74.01308883063271
2023-01-01 19:04:38,40.77412174216194,-73.99475136130748
2023-01-01 09:57:18,40.7007293745555,-73.9927691888549
2023-01-01 17:59:14,40.679719931779864,-73.93588096574148
2023-01-01 12:35:58,40.72225151486265,-74.00155609083389
2023-01-01 00:47:26,40.77650766485938,-73.9831038646961
2023-01-01 11:54:30,40.70255816690525,-73.97624518806491
2023-01-01 23:35:02,40.722339271065685,-73.95646957345323
2023-01-01 10:07:17,40.690898318117945,-74.005055438476
2023-01-01 15:03:19,40.78662111265221,-73.98576019588053
2023-01-01 13:33:32,40.779477141194455,-73.95632726886579
2023-01-01 16:31:45,40.695030844778955,-73.92101193946472
2023-01-01 02:53:15,40.776312926942836,-73.9548722104786
2023-01-01 08:11:44,40.75516970573463,-73.96247785324674
2023-01-01 13:16:07,40.68845569983227,-73.99535449849262
2023-01-01 13:18:08,40.74576149933329,-74.09789035532206
2023-01-01 06:06:47,40.73290556005929,-73.97055014940582
2023-01-01 00:31:42,40.77304387325143,-74.00362369245967
2023-01-01 14:35:37,40.7164799957184,-73.98539387353188
2023-01-01 19:47:03,40.79642437891153,-73.9560032046318
2023-01-01 19:42:05,40.66352894486298,-73.90825770189977
2023-01-01 23:11:06,40.72398985785351,-73.97935542142855
2023-01-01 23:18:23,40.7652863537954,-73.97520689979056
2023-01-01 02:48:26,40.78210221701963,-73.96576628688766
2023-01-01 06:10:50,40.7789152297719,-73.99442653395593
2023-01-01 23:25:56,40.659439587727526,-73.93930348409499
2023-01-01 13:11:08,40.7259239159211,-73.96996438062128
2023-01-01 13:12:26,40.66503829153662,-73.94909602080054
2023-01-01 13:29:09,40.75696003393241,-73.9585318171317
2023-01-01 05:45:38,40.79169955754112,-73.99974994586321
2023-01-01 21:53:57,40.69461982215787,-73.95193530246324
2023-01-01 12:05:09,40.68940303712094,-73.95182152243855
2023-01-01 03:09:01,40.70960149826506,-73.96559287154037
2023-01-01 16:13:45,40.79919106816138,-74.01144566509235
2023-01-01 21:57:27,40.69821493536834,-74.0108643063355
2023-01-01 09:37:10,40.67080064686529,-74.00398242033593
2023-01-01 15:04:43,40.788707289018916,-73.96028634174914
2023-01-01 14:58:09,40.76711565009749,-73.95449894238378
2023-01-01 17:08:50,40.79356839539982,-73.99832963624782
2023-01-01 22:02:50,40.66162829316788,-73.93935077334983
2023-01-01 04:53:58,40.77257853230934,-73.967894180182
2023-01-01 07:00:09,40.6606745031193,-74.01930303215651
2023-01-01 03:46:53,40.709212416843215,-73.99112080234225
2023-01-01 01:18:05,40.7874241827569,-73.95272520208788
2023-01-01 10:03:21,40.79771588221429,-74.01171519006482
2023-01-01 03:52:09,40.69269039083844,-73.91381539362487
2023-01-01 06:12:30,40.748145046550725,-73.96826616412645
2023-01-01 02:53:28,40.72148549384772,-73.98153286384924
2023-01-01 10:10:19,40.75988241807856,-73.98551698587977
2023-01-01 18:51:46,40.78816545970287,-74.00851289192288
2023-01-01 12:52:54,40.73663194799261,-74.01416743112226
2023-01-01 14:10:13,40.71990182536054,-74.01802503864808
2023-01-01 19:43:24,40.699845793346256,-73.90684803354253
2023-01-01 08:27:20,40.668302481409214,-73.94418673063534
2023-01-01 17:04:49,40.661761599878254,-73.9414289111207
2023-01-01 15:10:22,40.674829620575345,-73.99079858880661
2023-01-01 08:54:10,40.65286513408865,-73.98783441121597
